city,lat,lon,fraud_ip
Курган,55.4443448,65.3161339,5.8.20.97
Смоленск,54.7867168,31.8153366,5.8.20.98
Калуга,54.5060439,36.2515933,5.8.20.99
Чита,52.0340128,113.4994884,5.8.20.100
Орёл,52.9672573,36.0696479,5.8.20.101
Волжский,48.7978483,44.7462417,5.8.20.102
Череповец,59.1269214,37.9092243,5.8.20.103
Владикавказ,43.0205039,44.6819383,5.8.20.104
Мурманск,69.0076958,33.0686019,5.8.20.105
Сургут,61.2539773,73.3961726,5.8.20.106
Вологда,59.2484186,39.8356461,5.8.20.107
Саранск,54.1807601,45.1862263,5.8.20.108
Тамбов,52.7213021,41.452258,5.8.20.109
Стерлитамак,53.6302498,55.9315707,5.8.20.110
Грозный,43.3179243,45.6981102,5.8.20.111
Якутск,62.0280273,129.7325717,5.8.20.112
Кострома,57.8029445,40.9907282,5.8.20.113
Комсомольск-на-Амуре,50.550011,137.0079286,5.8.20.114
Петрозаводск,61.78909,34.3596263,5.8.20.115
Таганрог,47.2094907,38.935154,5.8.20.116
Нижневартовск,60.9397379,76.5696206,5.8.20.117
Йошкар-Ола,56.6343763,47.8998445,5.8.20.118
Братск,56.1513951,101.6339892,5.8.20.119
Москва,55.7538789,37.6203735,5.8.20.120
Санкт-Петербург,59.939125,30.3158225,5.8.20.121
Новосибирск,55.0281016,82.9210575,5.8.20.122
Екатеринбург,56.8386326,60.6054887,5.8.20.123
Нижний Новгород,56.3242093,44.0053948,5.8.20.124
Казань,55.7943877,49.1115312,5.8.20.125
Самара,53.1951657,50.1067691,5.8.20.126
Омск,54.9848136,73.3674638,5.8.20.127
Челябинск,55.1603659,61.4007858,5.8.20.128
Ростов-на-Дону,47.2224364,39.7187866,5.8.20.129
Уфа,54.734853,55.9578647,5.8.20.130
Волгоград,48.7072005,44.5170207,5.8.20.131
Пермь,58.0103211,56.2341778,5.8.20.132
Красноярск,56.009466,92.8524162,5.8.20.133
Воронеж,51.6592378,39.1968284,5.8.20.134
Саратов,51.530376,45.9530257,5.8.20.135
Краснодар,45.040235,38.9760801,5.8.20.136
Тольятти,53.5206438,49.389461,5.8.20.137
Барнаул,53.3481145,83.7798362,5.8.20.138
Ижевск,56.8527444,53.2113961,5.8.20.139
Ульяновск,54.3080674,48.3748717,5.8.20.140
Владивосток,43.1163807,131.882348,5.8.20.141
Ярославль,57.6216145,39.897878,5.8.20.142
Иркутск,52.2863513,104.280655,5.8.20.143
Тюмень,57.1530824,65.5343118,5.8.20.144
Махачкала,42.9848572,47.5046303,5.8.20.145
Хабаровск,48.4647991,135.0598811,5.8.20.146
Оренбург,51.7875191,55.1017379,5.8.20.147
Новокузнецк,53.7942757,87.2144046,5.8.20.148
Кемерово,55.3909721,86.0467864,5.8.20.149
Рязань,54.625457,39.7359992,5.8.20.150
Томск,56.4847036,84.9481737,5.8.20.151
Астрахань,46.3655808,48.0559979,5.8.20.152
Пенза,53.1753884,45.0347408,5.8.20.153
Набережные Челны,55.7436475,52.3958739,5.8.20.154
Липецк,52.6103027,39.5946266,5.8.20.155
Тула,54.192017,37.6153885,5.8.20.156
Киров,58.6035313,49.6679219,5.8.20.157
Чебоксары,56.1439378,47.2488718,5.8.20.158
Улан-Удэ,51.8334378,107.5841511,5.8.20.159
Калининград,54.7073218,20.5072458,5.8.20.160
Брянск,53.2420071,34.3652716,5.8.20.161
Курск,51.7303391,36.1926448,5.8.20.162
Иваново,56.9994677,40.9728231,5.8.20.163
Магнитогорск,53.4071891,58.9791432,5.8.20.164
Тверь,56.8585396,35.9117898,5.8.20.165
Ставрополь,45.0445439,41.9690168,5.8.20.166
Симферополь,44.9482645,34.100117,5.8.20.167
Нижний Тагил,57.9101038,59.9813242,5.8.20.168
Белгород,50.5977351,36.5858236,5.8.20.169
Архангельск,64.5392985,40.5170083,5.8.20.170
Владимир,56.1281561,40.4082995,5.8.20.171
Севастополь,44.6167334,33.5253552,5.8.20.172
Сочи,43.5855829,39.7231419,5.8.20.173
Курган,55.4443448,65.3161339,5.8.20.174
Смоленск,54.7867168,31.8153366,5.8.20.175
Калуга,54.5060439,36.2515933,5.8.20.176
Чита,52.0340128,113.4994884,5.8.20.177
Орёл,52.9672573,36.0696479,5.8.20.178
Волжский,48.7978483,44.7462417,5.8.20.179
Череповец,59.1269214,37.9092243,5.8.20.180
Владикавказ,43.0205039,44.6819383,5.8.20.181
Мурманск,69.0076958,33.0686019,5.8.20.182
Сургут,61.2539773,73.3961726,5.8.20.183
Вологда,59.2484186,39.8356461,5.8.20.184
Саранск,54.1807601,45.1862263,5.8.20.185
Тамбов,52.7213021,41.452258,5.8.20.186
Стерлитамак,53.6302498,55.9315707,5.8.20.187
Грозный,43.3179243,45.6981102,5.8.20.188
Якутск,62.0280273,129.7325717,5.8.20.189
Кострома,57.8029445,40.9907282,5.8.20.190
Комсомольск-на-Амуре,50.550011,137.0079286,5.8.20.191
Петрозаводск,61.78909,34.3596263,5.8.20.192
Таганрог,47.2094907,38.935154,5.8.20.193
Нижневартовск,60.9397379,76.5696206,5.8.20.194
Йошкар-Ола,56.6343763,47.8998445,5.8.20.195
Братск,56.1513951,101.6339892,5.8.20.196
Москва,55.7538789,37.6203735,5.8.20.197
Санкт-Петербург,59.939125,30.3158225,5.8.20.198
Новосибирск,55.0281016,82.9210575,5.8.20.199
Екатеринбург,56.8386326,60.6054887,5.8.20.200
Нижний Новгород,56.3242093,44.0053948,5.8.20.201
Казань,55.7943877,49.1115312,5.8.20.202
Самара,53.1951657,50.1067691,5.8.20.203
Омск,54.9848136,73.3674638,5.8.20.204
Челябинск,55.1603659,61.4007858,5.8.20.205
Ростов-на-Дону,47.2224364,39.7187866,5.8.20.206
Уфа,54.734853,55.9578647,5.8.20.207
Волгоград,48.7072005,44.5170207,5.8.20.208
Пермь,58.0103211,56.2341778,5.8.20.209
Красноярск,56.009466,92.8524162,5.8.20.210
Воронеж,51.6592378,39.1968284,5.8.20.211
Саратов,51.530376,45.9530257,5.8.20.212
Краснодар,45.040235,38.9760801,5.8.20.213
Тольятти,53.5206438,49.389461,5.8.20.214
Барнаул,53.3481145,83.7798362,5.8.20.215
Ижевск,56.8527444,53.2113961,5.8.20.216
Ульяновск,54.3080674,48.3748717,5.8.20.217
Владивосток,43.1163807,131.882348,5.8.20.218
Ярославль,57.6216145,39.897878,5.8.20.219
Иркутск,52.2863513,104.280655,5.8.20.220
Тюмень,57.1530824,65.5343118,5.8.20.221
Махачкала,42.9848572,47.5046303,5.8.20.222
Хабаровск,48.4647991,135.0598811,5.8.20.223
Оренбург,51.7875191,55.1017379,5.8.20.224
Новокузнецк,53.7942757,87.2144046,5.8.20.225
Кемерово,55.3909721,86.0467864,5.8.20.226
Рязань,54.625457,39.7359992,5.8.20.227
Томск,56.4847036,84.9481737,5.8.20.228
Астрахань,46.3655808,48.0559979,5.8.20.229
Пенза,53.1753884,45.0347408,5.8.20.230
Набережные Челны,55.7436475,52.3958739,5.8.20.231
Липецк,52.6103027,39.5946266,5.8.20.232
Тула,54.192017,37.6153885,5.8.20.233
Киров,58.6035313,49.6679219,5.8.20.234
Чебоксары,56.1439378,47.2488718,5.8.20.235
Улан-Удэ,51.8334378,107.5841511,5.8.20.236
Калининград,54.7073218,20.5072458,5.8.20.237
Брянск,53.2420071,34.3652716,5.8.20.238
Курск,51.7303391,36.1926448,5.8.20.239
Иваново,56.9994677,40.9728231,5.8.20.240
Магнитогорск,53.4071891,58.9791432,5.8.20.241
Тверь,56.8585396,35.9117898,5.8.20.242
Ставрополь,45.0445439,41.9690168,5.8.20.243
Симферополь,44.9482645,34.100117,5.8.20.244
Нижний Тагил,57.9101038,59.9813242,5.8.20.245
Белгород,50.5977351,36.5858236,5.8.20.246
Архангельск,64.5392985,40.5170083,5.8.20.247
Владимир,56.1281561,40.4082995,5.8.20.248
Севастополь,44.6167334,33.5253552,5.8.20.249
Сочи,43.5855829,39.7231419,5.8.20.250
Курган,55.4443448,65.3161339,5.8.20.251
Смоленск,54.7867168,31.8153366,5.8.20.252
Калуга,54.5060439,36.2515933,5.8.20.253
Чита,52.0340128,113.4994884,5.8.20.254
Орёл,52.9672573,36.0696479,5.8.20.255
Волжский,48.7978483,44.7462417,5.8.21.0
Череповец,59.1269214,37.9092243,5.8.21.1
Владикавказ,43.0205039,44.6819383,5.8.21.2
Мурманск,69.0076958,33.0686019,5.8.21.3
Сургут,61.2539773,73.3961726,5.8.21.4
Вологда,59.2484186,39.8356461,5.8.21.5
Саранск,54.1807601,45.1862263,5.8.21.6
Тамбов,52.7213021,41.452258,5.8.21.7
Стерлитамак,53.6302498,55.9315707,5.8.21.8
Грозный,43.3179243,45.6981102,5.8.21.9
Якутск,62.0280273,129.7325717,5.8.21.10
Кострома,57.8029445,40.9907282,5.8.21.11
Комсомольск-на-Амуре,50.550011,137.0079286,5.8.21.12
Петрозаводск,61.78909,34.3596263,5.8.21.13
Таганрог,47.2094907,38.935154,5.8.21.14
Нижневартовск,60.9397379,76.5696206,5.8.21.15
Йошкар-Ола,56.6343763,47.8998445,5.8.21.16
Братск,56.1513951,101.6339892,5.8.21.17
Москва,55.7538789,37.6203735,5.8.21.18
Санкт-Петербург,59.939125,30.3158225,5.8.21.19
Новосибирск,55.0281016,82.9210575,5.8.21.20
Екатеринбург,56.8386326,60.6054887,5.8.21.21
Нижний Новгород,56.3242093,44.0053948,5.8.21.22
Казань,55.7943877,49.1115312,5.8.21.23
Самара,53.1951657,50.1067691,5.8.21.24
Омск,54.9848136,73.3674638,5.8.21.25
Челябинск,55.1603659,61.4007858,5.8.21.26
Ростов-на-Дону,47.2224364,39.7187866,5.8.21.27
Уфа,54.734853,55.9578647,5.8.21.28
Волгоград,48.7072005,44.5170207,5.8.21.29
Пермь,58.0103211,56.2341778,5.8.21.30
Красноярск,56.009466,92.8524162,5.8.21.31
Воронеж,51.6592378,39.1968284,5.8.21.32
Саратов,51.530376,45.9530257,5.8.21.33
Краснодар,45.040235,38.9760801,5.8.21.34
Тольятти,53.5206438,49.389461,5.8.21.35
Барнаул,53.3481145,83.7798362,5.8.21.36
Ижевск,56.8527444,53.2113961,5.8.21.37
Ульяновск,54.3080674,48.3748717,5.8.21.38
Владивосток,43.1163807,131.882348,5.8.21.39
Ярославль,57.6216145,39.897878,5.8.21.40
Иркутск,52.2863513,104.280655,5.8.21.41
Тюмень,57.1530824,65.5343118,5.8.21.42
Махачкала,42.9848572,47.5046303,5.8.21.43
Хабаровск,48.4647991,135.0598811,5.8.21.44
Оренбург,51.7875191,55.1017379,5.8.21.45
Новокузнецк,53.7942757,87.2144046,5.8.21.46
Кемерово,55.3909721,86.0467864,5.8.21.47
Рязань,54.625457,39.7359992,5.8.21.48
Томск,56.4847036,84.9481737,5.8.21.49
Астрахань,46.3655808,48.0559979,5.8.21.50
Пенза,53.1753884,45.0347408,5.8.21.51
Набережные Челны,55.7436475,52.3958739,5.8.21.52
Липецк,52.6103027,39.5946266,5.8.21.53
Тула,54.192017,37.6153885,5.8.21.54
Киров,58.6035313,49.6679219,5.8.21.55
Чебоксары,56.1439378,47.2488718,5.8.21.56
Улан-Удэ,51.8334378,107.5841511,5.8.21.57
Калининград,54.7073218,20.5072458,5.8.21.58
Брянск,53.2420071,34.3652716,5.8.21.59
Курск,51.7303391,36.1926448,5.8.21.60
Иваново,56.9994677,40.9728231,5.8.21.61
Магнитогорск,53.4071891,58.9791432,5.8.21.62
Тверь,56.8585396,35.9117898,5.8.21.63
Ставрополь,45.0445439,41.9690168,5.8.21.64
Симферополь,44.9482645,34.100117,5.8.21.65
Нижний Тагил,57.9101038,59.9813242,5.8.21.66
Белгород,50.5977351,36.5858236,5.8.21.67
Архангельск,64.5392985,40.5170083,5.8.21.68
Владимир,56.1281561,40.4082995,5.8.21.69
Севастополь,44.6167334,33.5253552,5.8.21.70
Сочи,43.5855829,39.7231419,5.8.21.71
Курган,55.4443448,65.3161339,5.8.21.72
Смоленск,54.7867168,31.8153366,5.8.21.73
Калуга,54.5060439,36.2515933,5.8.21.74
Чита,52.0340128,113.4994884,5.8.21.75
Орёл,52.9672573,36.0696479,5.8.21.76
Волжский,48.7978483,44.7462417,5.8.21.77
Череповец,59.1269214,37.9092243,5.8.21.78
Владикавказ,43.0205039,44.6819383,5.8.21.79
Мурманск,69.0076958,33.0686019,5.8.21.80
Сургут,61.2539773,73.3961726,5.8.21.81
Вологда,59.2484186,39.8356461,5.8.21.82
Саранск,54.1807601,45.1862263,5.8.21.83
Тамбов,52.7213021,41.452258,5.8.21.84
Стерлитамак,53.6302498,55.9315707,5.8.21.85
Грозный,43.3179243,45.6981102,5.8.21.86
Якутск,62.0280273,129.7325717,5.8.21.87
Кострома,57.8029445,40.9907282,5.8.21.88
Комсомольск-на-Амуре,50.550011,137.0079286,5.8.21.89
Петрозаводск,61.78909,34.3596263,5.8.21.90
Таганрог,47.2094907,38.935154,5.8.21.91
Нижневартовск,60.9397379,76.5696206,5.8.21.92
Йошкар-Ола,56.6343763,47.8998445,5.8.21.93
Братск,56.1513951,101.6339892,5.8.21.94
Москва,55.7538789,37.6203735,5.8.21.95
Санкт-Петербург,59.939125,30.3158225,5.8.21.96
Новосибирск,55.0281016,82.9210575,5.8.21.97
Екатеринбург,56.8386326,60.6054887,5.8.21.98
Нижний Новгород,56.3242093,44.0053948,5.8.21.99
Казань,55.7943877,49.1115312,5.8.21.100
Самара,53.1951657,50.1067691,5.8.21.101
Омск,54.9848136,73.3674638,5.8.21.102
Челябинск,55.1603659,61.4007858,5.8.21.103
Ростов-на-Дону,47.2224364,39.7187866,5.8.21.104
Уфа,54.734853,55.9578647,5.8.21.105
Волгоград,48.7072005,44.5170207,5.8.21.106
Пермь,58.0103211,56.2341778,5.8.21.107
Красноярск,56.009466,92.8524162,5.8.21.108
Воронеж,51.6592378,39.1968284,5.8.21.109
Саратов,51.530376,45.9530257,5.8.21.110
Краснодар,45.040235,38.9760801,5.8.21.111
Тольятти,53.5206438,49.389461,5.8.21.112
Барнаул,53.3481145,83.7798362,5.8.21.113
Ижевск,56.8527444,53.2113961,5.8.21.114
Ульяновск,54.3080674,48.3748717,5.8.21.115
Владивосток,43.1163807,131.882348,5.8.21.116
Ярославль,57.6216145,39.897878,5.8.21.117
Иркутск,52.2863513,104.280655,5.8.21.118
Тюмень,57.1530824,65.5343118,5.8.21.119
Махачкала,42.9848572,47.5046303,5.8.21.120
Хабаровск,48.4647991,135.0598811,5.8.21.121
Оренбург,51.7875191,55.1017379,5.8.21.122
Новокузнецк,53.7942757,87.2144046,5.8.21.123
Кемерово,55.3909721,86.0467864,5.8.21.124
Рязань,54.625457,39.7359992,5.8.21.125
Томск,56.4847036,84.9481737,5.8.21.126
Астрахань,46.3655808,48.0559979,5.8.21.127
Пенза,53.1753884,45.0347408,5.8.21.128
Набережные Челны,55.7436475,52.3958739,5.8.21.129
Липецк,52.6103027,39.5946266,5.8.21.130
Тула,54.192017,37.6153885,5.8.21.131
Киров,58.6035313,49.6679219,5.8.21.132
Чебоксары,56.1439378,47.2488718,5.8.21.133
Улан-Удэ,51.8334378,107.5841511,5.8.21.134
Калининград,54.7073218,20.5072458,5.8.21.135
Брянск,53.2420071,34.3652716,5.8.21.136
Курск,51.7303391,36.1926448,5.8.21.137
Иваново,56.9994677,40.9728231,5.8.21.138
Магнитогорск,53.4071891,58.9791432,5.8.21.139
Тверь,56.8585396,35.9117898,5.8.21.140
Ставрополь,45.0445439,41.9690168,5.8.21.141
Симферополь,44.9482645,34.100117,5.8.21.142
Нижний Тагил,57.9101038,59.9813242,5.8.21.143
Белгород,50.5977351,36.5858236,5.8.21.144
Архангельск,64.5392985,40.5170083,5.8.21.145
Владимир,56.1281561,40.4082995,5.8.21.146
Севастополь,44.6167334,33.5253552,5.8.21.147
Сочи,43.5855829,39.7231419,5.8.21.148
Курган,55.4443448,65.3161339,5.8.21.149
Смоленск,54.7867168,31.8153366,5.8.21.150
Калуга,54.5060439,36.2515933,5.8.21.151
Чита,52.0340128,113.4994884,5.8.21.152
Орёл,52.9672573,36.0696479,5.8.21.153
Волжский,48.7978483,44.7462417,5.8.21.154
Череповец,59.1269214,37.9092243,5.8.21.155
Владикавказ,43.0205039,44.6819383,5.8.21.156
Мурманск,69.0076958,33.0686019,5.8.21.157
Сургут,61.2539773,73.3961726,5.8.21.158
Вологда,59.2484186,39.8356461,5.8.21.159
Саранск,54.1807601,45.1862263,5.8.21.160
Тамбов,52.7213021,41.452258,5.8.21.161
Стерлитамак,53.6302498,55.9315707,5.8.21.162
Грозный,43.3179243,45.6981102,5.8.21.163
Якутск,62.0280273,129.7325717,5.8.21.164
Кострома,57.8029445,40.9907282,5.8.21.165
Комсомольск-на-Амуре,50.550011,137.0079286,5.8.21.166
Петрозаводск,61.78909,34.3596263,5.8.21.167
Таганрог,47.2094907,38.935154,5.8.21.168
Нижневартовск,60.9397379,76.5696206,5.8.21.169
Йошкар-Ола,56.6343763,47.8998445,5.8.21.170
Братск,56.1513951,101.6339892,5.8.21.171
Москва,55.7538789,37.6203735,5.8.21.172
Санкт-Петербург,59.939125,30.3158225,5.8.21.173
Новосибирск,55.0281016,82.9210575,5.8.21.174
Екатеринбург,56.8386326,60.6054887,5.8.21.175
Нижний Новгород,56.3242093,44.0053948,5.8.21.176
Казань,55.7943877,49.1115312,5.8.21.177
Самара,53.1951657,50.1067691,5.8.21.178
Омск,54.9848136,73.3674638,5.8.21.179
Челябинск,55.1603659,61.4007858,5.8.21.180
Ростов-на-Дону,47.2224364,39.7187866,5.8.21.181
Уфа,54.734853,55.9578647,5.8.21.182
Волгоград,48.7072005,44.5170207,5.8.21.183
Пермь,58.0103211,56.2341778,5.8.21.184
Красноярск,56.009466,92.8524162,5.8.21.185
Воронеж,51.6592378,39.1968284,5.8.21.186
Саратов,51.530376,45.9530257,5.8.21.187
Краснодар,45.040235,38.9760801,5.8.21.188
Тольятти,53.5206438,49.389461,5.8.21.189
Барнаул,53.3481145,83.7798362,5.8.21.190
Ижевск,56.8527444,53.2113961,5.8.21.191
Ульяновск,54.3080674,48.3748717,5.8.21.192
Владивосток,43.1163807,131.882348,5.8.21.193
Ярославль,57.6216145,39.897878,5.8.21.194
Иркутск,52.2863513,104.280655,5.8.21.195
Тюмень,57.1530824,65.5343118,5.8.21.196
Махачкала,42.9848572,47.5046303,5.8.21.197
Хабаровск,48.4647991,135.0598811,5.8.21.198
Оренбург,51.7875191,55.1017379,5.8.21.199
Новокузнецк,53.7942757,87.2144046,5.8.21.200
Кемерово,55.3909721,86.0467864,5.8.21.201
Рязань,54.625457,39.7359992,5.8.21.202
Томск,56.4847036,84.9481737,5.8.21.203
Астрахань,46.3655808,48.0559979,5.8.21.204
Пенза,53.1753884,45.0347408,5.8.21.205
Набережные Челны,55.7436475,52.3958739,5.8.21.206
Липецк,52.6103027,39.5946266,5.8.21.207
Тула,54.192017,37.6153885,5.8.21.208
Киров,58.6035313,49.6679219,5.8.21.209
Чебоксары,56.1439378,47.2488718,5.8.21.210
Улан-Удэ,51.8334378,107.5841511,5.8.21.211
Калининград,54.7073218,20.5072458,5.8.21.212
Брянск,53.2420071,34.3652716,5.8.21.213
Курск,51.7303391,36.1926448,5.8.21.214
Иваново,56.9994677,40.9728231,5.8.21.215
Магнитогорск,53.4071891,58.9791432,5.8.21.216
Тверь,56.8585396,35.9117898,5.8.21.217
Ставрополь,45.0445439,41.9690168,5.8.21.218
Симферополь,44.9482645,34.100117,5.8.21.219
Нижний Тагил,57.9101038,59.9813242,5.8.21.220
Белгород,50.5977351,36.5858236,5.8.21.221
Архангельск,64.5392985,40.5170083,5.8.21.222
Владимир,56.1281561,40.4082995,5.8.21.223
Севастополь,44.6167334,33.5253552,5.8.21.224
Сочи,43.5855829,39.7231419,5.8.21.225
Курган,55.4443448,65.3161339,5.8.21.226
Смоленск,54.7867168,31.8153366,5.8.21.227
Калуга,54.5060439,36.2515933,5.8.21.228
Чита,52.0340128,113.4994884,5.8.21.229
Орёл,52.9672573,36.0696479,5.8.21.230
Волжский,48.7978483,44.7462417,5.8.21.231
Череповец,59.1269214,37.9092243,5.8.21.232
Владикавказ,43.0205039,44.6819383,5.8.21.233
Мурманск,69.0076958,33.0686019,5.8.21.234
Сургут,61.2539773,73.3961726,5.8.21.235
Вологда,59.2484186,39.8356461,5.8.21.236
Саранск,54.1807601,45.1862263,5.8.21.237
Тамбов,52.7213021,41.452258,5.8.21.238
Стерлитамак,53.6302498,55.9315707,5.8.21.239
Грозный,43.3179243,45.6981102,5.8.21.240
Якутск,62.0280273,129.7325717,5.8.21.241
Кострома,57.8029445,40.9907282,5.8.21.242
Комсомольск-на-Амуре,50.550011,137.0079286,5.8.21.243
Петрозаводск,61.78909,34.3596263,5.8.21.244
Таганрог,47.2094907,38.935154,5.8.21.245
Нижневартовск,60.9397379,76.5696206,5.8.21.246
Йошкар-Ола,56.6343763,47.8998445,5.8.21.247
Братск,56.1513951,101.6339892,5.8.21.248
Москва,55.7538789,37.6203735,5.8.21.249
Санкт-Петербург,59.939125,30.3158225,5.8.21.250
Новосибирск,55.0281016,82.9210575,5.8.21.251
Екатеринбург,56.8386326,60.6054887,5.8.21.252
Нижний Новгород,56.3242093,44.0053948,5.8.21.253
Казань,55.7943877,49.1115312,5.8.21.254
Самара,53.1951657,50.1067691,5.8.21.255
Омск,54.9848136,73.3674638,5.8.22.0
Челябинск,55.1603659,61.4007858,5.8.22.1
Ростов-на-Дону,47.2224364,39.7187866,5.8.22.2
Уфа,54.734853,55.9578647,5.8.22.3
Волгоград,48.7072005,44.5170207,5.8.22.4
Пермь,58.0103211,56.2341778,5.8.22.5
Красноярск,56.009466,92.8524162,5.8.22.6
Воронеж,51.6592378,39.1968284,5.8.22.7
Саратов,51.530376,45.9530257,5.8.22.8
Краснодар,45.040235,38.9760801,5.8.22.9
Тольятти,53.5206438,49.389461,5.8.22.10
Барнаул,53.3481145,83.7798362,5.8.22.11
Ижевск,56.8527444,53.2113961,5.8.22.12
Ульяновск,54.3080674,48.3748717,5.8.22.13
Владивосток,43.1163807,131.882348,5.8.22.14
Ярославль,57.6216145,39.897878,5.8.22.15
Иркутск,52.2863513,104.280655,5.8.22.16
Тюмень,57.1530824,65.5343118,5.8.22.17
Махачкала,42.9848572,47.5046303,5.8.22.18
Хабаровск,48.4647991,135.0598811,5.8.22.19
Оренбург,51.7875191,55.1017379,5.8.22.20
Новокузнецк,53.7942757,87.2144046,5.8.22.21
Кемерово,55.3909721,86.0467864,5.8.22.22
Рязань,54.625457,39.7359992,5.8.22.23
Томск,56.4847036,84.9481737,5.8.22.24
Астрахань,46.3655808,48.0559979,5.8.22.25
Пенза,53.1753884,45.0347408,5.8.22.26
Набережные Челны,55.7436475,52.3958739,5.8.22.27
Липецк,52.6103027,39.5946266,5.8.22.28
Тула,54.192017,37.6153885,5.8.22.29
Киров,58.6035313,49.6679219,5.8.22.30
Чебоксары,56.1439378,47.2488718,5.8.22.31
Улан-Удэ,51.8334378,107.5841511,5.8.22.32
Калининград,54.7073218,20.5072458,5.8.22.33
Брянск,53.2420071,34.3652716,5.8.22.34
Курск,51.7303391,36.1926448,5.8.22.35
Иваново,56.9994677,40.9728231,5.8.22.36
Магнитогорск,53.4071891,58.9791432,5.8.22.37
Тверь,56.8585396,35.9117898,5.8.22.38
Ставрополь,45.0445439,41.9690168,5.8.22.39
Симферополь,44.9482645,34.100117,5.8.22.40
Нижний Тагил,57.9101038,59.9813242,5.8.22.41
Белгород,50.5977351,36.5858236,5.8.22.42
Архангельск,64.5392985,40.5170083,5.8.22.43
Владимир,56.1281561,40.4082995,5.8.22.44
Севастополь,44.6167334,33.5253552,5.8.22.45
Сочи,43.5855829,39.7231419,5.8.22.46
Курган,55.4443448,65.3161339,5.8.22.47
Смоленск,54.7867168,31.8153366,5.8.22.48
Калуга,54.5060439,36.2515933,5.8.22.49
Чита,52.0340128,113.4994884,5.8.22.50
Орёл,52.9672573,36.0696479,5.8.22.51
Волжский,48.7978483,44.7462417,5.8.22.52
Череповец,59.1269214,37.9092243,5.8.22.53
Владикавказ,43.0205039,44.6819383,5.8.22.54
Мурманск,69.0076958,33.0686019,5.8.22.55
Сургут,61.2539773,73.3961726,5.8.22.56
Вологда,59.2484186,39.8356461,5.8.22.57
Саранск,54.1807601,45.1862263,5.8.22.58
Тамбов,52.7213021,41.452258,5.8.22.59
Стерлитамак,53.6302498,55.9315707,5.8.22.60
Грозный,43.3179243,45.6981102,5.8.22.61
Якутск,62.0280273,129.7325717,5.8.22.62
Кострома,57.8029445,40.9907282,5.8.22.63
Комсомольск-на-Амуре,50.550011,137.0079286,5.8.22.64
Петрозаводск,61.78909,34.3596263,5.8.22.65
Таганрог,47.2094907,38.935154,5.8.22.66
Нижневартовск,60.9397379,76.5696206,5.8.22.67
Йошкар-Ола,56.6343763,47.8998445,5.8.22.68
Братск,56.1513951,101.6339892,5.8.22.69
Москва,55.7538789,37.6203735,5.8.22.70
Санкт-Петербург,59.939125,30.3158225,5.8.22.71
Новосибирск,55.0281016,82.9210575,5.8.22.72
Екатеринбург,56.8386326,60.6054887,5.8.22.73
Нижний Новгород,56.3242093,44.0053948,5.8.22.74
Казань,55.7943877,49.1115312,5.8.22.75
Самара,53.1951657,50.1067691,5.8.22.76
Омск,54.9848136,73.3674638,5.8.22.77
Челябинск,55.1603659,61.4007858,5.8.22.78
Ростов-на-Дону,47.2224364,39.7187866,5.8.22.79
Уфа,54.734853,55.9578647,5.8.22.80
Волгоград,48.7072005,44.5170207,5.8.22.81
Пермь,58.0103211,56.2341778,5.8.22.82
Красноярск,56.009466,92.8524162,5.8.22.83
Воронеж,51.6592378,39.1968284,5.8.22.84
Саратов,51.530376,45.9530257,5.8.22.85
Краснодар,45.040235,38.9760801,5.8.22.86
Тольятти,53.5206438,49.389461,5.8.22.87
Барнаул,53.3481145,83.7798362,5.8.22.88
Ижевск,56.8527444,53.2113961,5.8.22.89
Ульяновск,54.3080674,48.3748717,5.8.22.90
Владивосток,43.1163807,131.882348,5.8.22.91
Ярославль,57.6216145,39.897878,5.8.22.92
Иркутск,52.2863513,104.280655,5.8.22.93
Тюмень,57.1530824,65.5343118,5.8.22.94
Махачкала,42.9848572,47.5046303,5.8.22.95
Хабаровск,48.4647991,135.0598811,5.8.22.96
Оренбург,51.7875191,55.1017379,5.8.22.97
Новокузнецк,53.7942757,87.2144046,5.8.22.98
Кемерово,55.3909721,86.0467864,5.8.22.99
Рязань,54.625457,39.7359992,5.8.22.100
Томск,56.4847036,84.9481737,5.8.22.101
Астрахань,46.3655808,48.0559979,5.8.22.102
Пенза,53.1753884,45.0347408,5.8.22.103
Набережные Челны,55.7436475,52.3958739,5.8.22.104
Липецк,52.6103027,39.5946266,5.8.22.105
Тула,54.192017,37.6153885,5.8.22.106
Киров,58.6035313,49.6679219,5.8.22.107
Чебоксары,56.1439378,47.2488718,5.8.22.108
Улан-Удэ,51.8334378,107.5841511,5.8.22.109
Калининград,54.7073218,20.5072458,5.8.22.110
Брянск,53.2420071,34.3652716,5.8.22.111
Курск,51.7303391,36.1926448,5.8.22.112
Иваново,56.9994677,40.9728231,5.8.22.113
Магнитогорск,53.4071891,58.9791432,5.8.22.114
Тверь,56.8585396,35.9117898,5.8.22.115
Ставрополь,45.0445439,41.9690168,5.8.22.116
Симферополь,44.9482645,34.100117,5.8.22.117
Нижний Тагил,57.9101038,59.9813242,5.8.22.118
Белгород,50.5977351,36.5858236,5.8.22.119
Архангельск,64.5392985,40.5170083,5.8.22.120
Владимир,56.1281561,40.4082995,5.8.22.121
Севастополь,44.6167334,33.5253552,5.8.22.122
Сочи,43.5855829,39.7231419,5.8.22.123
Курган,55.4443448,65.3161339,5.8.22.124
